rank,full_name,url,description,stars,forks,language,created_at,updated_at,last_commit_date,open_issues,topics,license,readme_summary,has_readme,top_contributor,contributor_count,recent_commits,activity_score,id
305,pocketbase/pocketbase,https://github.com/pocketbase/pocketbase,Open Source realtime backend in 1 file,54011,2923,Go,2022-07-05,2025-12-04,2025-12-04,18,"authentication, backend, golang",MIT License,"<p align=""center""> <a href=""https://pocketbase.io"" target=""_blank"" rel=""noopener""> <img src=""https://i.imgur.com/5qimnm5.png"" alt=""PocketBase - open source backend in 1 file"" />...",True,ganigeorgiev,3,5,100.0,510607652
306,tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,A list of cool features of Git and GitHub.,53927,5369,未知,2014-04-12,2024-04-15,2023-10-15,40,"awesome, awesome-list, git",MIT License,A collection of cool hidden and not so hidden features of Git and GitHub. This cheat sheet was inspired by [Zach Holman](https://github.com/holman)'s [Git and GitHub Secrets](http://confreaks.tv/videos/aloharuby2012-git-and-github-secrets) talk at Aloha Ruby Conference 2012 ([slides](https://speakerdeck.com/holman/git-and-github-secrets)) and his [More Git and GitHub Secrets](https://vimeo.com/729...,True,tiimgreen,3,5,60.0,18708860
307,rclone/rclone,https://github.com/rclone/rclone,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files",53918,4785,Go,2014-03-16,2025-12-05,2025-12-02,1077,"azure-blob, azure-blob-storage, azure-files",MIT License,"<!-- markdownlint-disable-next-line first-line-heading no-inline-html --> [<img src=""https://rclone.org/img/logo_on_light__horizontal_color.svg"" width=""50%"" alt=""rclone logo"">](https://rclone.org/#gh-light-mode-only) <!-- markdownlint-disable-next-line no-inline-html -->...",True,ncw,3,5,90.0,17803236
308,maybe-finance/maybe,https://github.com/maybe-finance/maybe,The personal finance app for everyone,53839,4709,Ruby,2024-01-01,2025-07-24,2025-07-24,0,"finance, hotwire, personal-finance",GNU Affero General Public License v3.0,"<img width=""1190"" alt=""maybe_hero"" src=""https://github.com/user-attachments/assets/5ed08763-a9ee-42b2-a436-e05038fcf573"" /> > [!IMPORTANT] > This repository is no longer actively maintained. You can read more about this in our [final release](https://github.com/maybe-finance/maybe/releases/tag/v0.6.0)....",True,zachgoll,3,5,65.0,737898780
309,appwrite/appwrite,https://github.com/appwrite/appwrite,The developers' cloud,53800,4865,TypeScript,2019-04-08,2025-12-05,2025-12-02,891,"android, appwrite, backend","BSD 3-Clause ""New"" or ""Revised"" License",> We just announced DB operators for Appwrite Databases - [Learn more](https://appwrite.io/blog/post/announcing-db-operators) > Appwrite Cloud is now Generally Available - [Learn more](https://appwrite.io/cloud-ga) > [Get started with Appwrite](https://apwr.dev/appcloud)...,True,eldadfux,3,5,90.0,180190854
310,necolas/normalize.css,https://github.com/necolas/normalize.css,A modern alternative to CSS resets,53708,10502,CSS,2011-05-04,2024-06-12,2018-11-05,73,"css, css-reset, normalize-css",MIT License,"<a href=""https://github.com/necolas/normalize.css""><img src=""https://necolas.github.io/normalize.css/logo.svg"" alt=""Normalize Logo"" width=""80"" height=""80"" align=""right""></a>...",True,necolas,3,5,60.0,1700621
311,github/spec-kit,https://github.com/github/spec-kit,💫 Toolkit to help you get started with Spec-Driven Development,53678,4640,Python,2025-08-21,2025-12-04,2025-12-04,480,"ai, copilot, development",MIT License,"<div align=""center""> <img src=""./media/logo_large.webp"" alt=""Spec Kit Logo"" width=""200"" height=""200""/> <h1>🌱 Spec Kit</h1>...",True,localden,3,5,100.0,1042367133
312,psf/requests,https://github.com/psf/requests,"A simple, yet elegant, HTTP library.",53547,9630,Python,2011-02-13,2025-12-01,2025-10-15,319,"client, cookies, forhumans",Apache License 2.0,"**Requests** is a simple, yet elegant, HTTP library. ```python >>> import requests...",True,kennethreitz,3,5,100.0,1362490
313,Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,"30 days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than 100 days, follow your own pace.  These videos may",53311,10250,Python,2019-11-19,2025-11-16,2025-11-16,209,"30-days-of-python, flask, github",无,|# Day | Topics                                                    | |------|:---------------------------------------------------------:| | 01  |  [Introduction](./readme.md)|...,True,Asabeneh,3,5,90.0,222751131
314,RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,1 min voice data can also be used to train a good TTS model! (few shot voice cloning),52829,5785,Python,2024-01-14,2025-12-01,2025-12-01,836,"text-to-speech, tts, vits",MIT License,"<div align=""center""> <h1>GPT-SoVITS-WebUI</h1> A Powerful Few-shot Voice Conversion and Text-to-Speech WebUI.<br><br>...",True,RVC-Boss,3,5,90.0,743230067
315,facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model.",52794,6167,Jupyter Notebook,2023-03-23,2024-09-18,2024-09-18,586,,Apache License 2.0,Please check out our new release on [**Segment Anything Model 2 (SAM 2)**](https://github.com/facebookresearch/segment-anything-2). * SAM 2 code: https://github.com/facebookresearch/segment-anything-2 * SAM 2 demo: https://sam2.metademolab.com/...,True,ericmintun,3,5,50.0,618058471
316,wagoodman/dive,https://github.com/wagoodman/dive,A tool for exploring each layer in a docker image,52782,1925,Go,2018-05-13,2025-11-24,2025-05-16,183,"cli, docker, docker-image",MIT License,[![GitHub release](https://img.shields.io/github/release/wagoodman/dive.svg)](https://github.com/wagoodman/dive/releases/latest) [![Validations](https://github.com/wagoodman/dive/actions/workflows/validations.yaml/badge.svg)](https://github.com/wagoodman/dive/actions/workflows/validations.yaml) [![Go Report Card](https://goreportcard.com/badge/github.com/wagoodman/dive)](https://goreportcard.com/r...,True,wagoodman,3,5,90.0,133251103
317,marktext/marktext,https://github.com/marktext/marktext,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",52641,3874,JavaScript,2017-11-12,2025-11-19,2025-11-19,1356,"dark-mode, editor, electron",MIT License,"<p align=""center""><img src=""static/logo-small.png"" alt=""MarkText"" width=""100"" height=""100""></p> <h1 align=""center"">MarkText</h1> <div align=""center"">...",True,Jocs,3,5,80.0,110446844
318,starship/starship,https://github.com/starship/starship,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!",52636,2312,Rust,2019-04-02,2025-12-06,2025-12-06,971,"bash, fish, fish-prompt",ISC License,"<p align=""center""> <img width=""400""...",True,renovate[bot],3,5,90.0,178991158
319,google/material-design-icons,https://github.com/google/material-design-icons,Material Design icons by Google (Material Symbols),52610,9702,未知,2014-10-08,2025-09-19,2025-09-19,387,"android, icons, ios",Apache License 2.0,"These are two different official icon sets from Google, using the same underlying designs. Material Symbols is the current set, introduced in April 2022, built on variable font technology. Material Icons is the classic set, but no longer updated. More details below. The icons can be browsed in a more user-friendly way at https://fonts.google.com/icons. Use the popdown menu near top left to choose ...",True,jestelle,3,5,80.0,24953448
320,laurent22/joplin,https://github.com/laurent22/joplin,"Joplin - the privacy-focused note taking app with sync capabilities for Windows, macOS, Linux, Android and iOS.",52403,5623,TypeScript,2017-01-16,2025-12-05,2025-12-06,643,"android, dropbox, electron",Other,<!-- DONATELINKS --> [![Donate using PayPal](https://raw.githubusercontent.com/laurent22/joplin/dev/Assets/WebsiteAssets/images/badges/Donate-PayPal-green.svg)](https://www.paypal.com/donate/?hosted_button_id=WQCERTSSLCC7U) [![Sponsor on GitHub](https://raw.githubusercontent.com/laurent22/joplin/dev/Assets/WebsiteAssets/images/badges/GitHub-Badge.svg)](https://github.com/sponsors/laurent22/) [![Be...,True,laurent22,3,5,90.0,79162682
321,mozilla/pdf.js,https://github.com/mozilla/pdf.js,PDF Reader in JavaScript,52394,10518,JavaScript,2011-04-26,2025-12-05,2025-12-05,498,,Apache License 2.0,"[PDF.js](https://mozilla.github.io/pdf.js/) is a Portable Document Format (PDF) viewer that is built with HTML5. PDF.js is community-driven and supported by Mozilla. Our goal is to create a general-purpose, web standards-based platform for parsing and...",True,Snuffleupagus,3,5,100.0,1663468
322,go-gitea/gitea,https://github.com/go-gitea/gitea,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD",52359,6245,Go,2016-11-01,2025-12-05,2025-12-05,2888,"bitbucket, cicd, devops",MIT License,"[![](https://github.com/go-gitea/gitea/actions/workflows/release-nightly.yml/badge.svg?branch=main)](https://github.com/go-gitea/gitea/actions/workflows/release-nightly.yml?query=branch%3Amain ""Release Nightly"") [![](https://img.shields.io/discord/322538954119184384.svg?logo=discord&logoColor=white&label=Discord&color=5865F2)](https://discord.gg/Gitea ""Join the Discord chat at https://discord.gg/G...",True,unknwon,3,5,90.0,72495579
323,vuejs/core,https://github.com/vuejs/core,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",52329,8975,TypeScript,2018-06-12,2025-12-05,2025-12-05,1029,,MIT License,"Please follow the documentation at [vuejs.org](https://vuejs.org/)! Vue.js is an MIT-licensed open source project with its ongoing development made possible entirely by the support of these awesome [backers](https://github.com/vuejs/core/blob/main/BACKERS.md). If you'd like to join them, please consider [ sponsoring Vue's development](https://vuejs.org/sponsor/). <p align=""center"">...",True,yyx990803,3,5,90.0,137078487
324,microsoft/autogen,https://github.com/microsoft/autogen,A programming framework for agentic AI,52269,7948,Python,2023-08-18,2025-10-08,2025-10-04,521,"agentic, agentic-agi, agents",Creative Commons Attribution 4.0 International,"<a name=""readme-top""></a> <div align=""center""> <img src=""https://microsoft.github.io/autogen/0.2/img/ag.svg"" alt=""AutoGen Logo"" width=""100"">...",True,ekzhu,3,5,80.0,680120071
325,ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript.",52227,13427,TypeScript,2013-08-20,2025-12-06,2025-12-03,628,"angular, capacitor, framework",MIT License,"<p align=""center""> <a href=""#""> <img alt=""Ionic"" src=""https://github.com/ionic-team/ionic-framework/blob/main/.github/assets/logo.png?raw=true"" width=""60"" />...",True,liamdebeasi,3,5,90.0,12256376
326,ngosang/trackerslist,https://github.com/ngosang/trackerslist,Updated list of public BitTorrent trackers,52115,6667,未知,2016-04-24,2025-12-05,2025-12-05,7,"bittorrent, bittorrent-tracker, bittorrent-trackers",GNU General Public License v2.0,[![Last update](https://img.shields.io/badge/Last%20update-2025/12/06-green.svg)](#) [![Public trackers](https://img.shields.io/badge/Public%20trackers-121-blue.svg)](#) [![Donate PayPal](https://img.shields.io/badge/Donate-PayPal-yellow.svg)](https://www.paypal.com/paypalme/diegoheras0xff)...,True,ngosang,2,5,100.0,56969116
327,openai/codex,https://github.com/openai/codex,Lightweight coding agent that runs in your terminal,52024,6599,Rust,2025-04-13,2025-12-06,2025-12-06,911,,Apache License 2.0,"<p align=""center""><code>npm i -g @openai/codex</code><br />or <code>brew install --cask codex</code></p> <p align=""center""><strong>Codex CLI</strong> is a coding agent from OpenAI that runs locally on your computer. </br>...",True,bolinfest,3,5,90.0,965415649
328,JetBrains/kotlin,https://github.com/JetBrains/kotlin,The Kotlin Programming Language. ,51947,6145,Kotlin,2012-02-13,2025-12-06,2025-11-28,199,"compiler, gradle-plugin, intellij-plugin",无,[![official project](https://jb.gg/badges/official.svg)](https://confluence.jetbrains.com/display/ALL/JetBrains+on+GitHub) [![TeamCity (simple build status)](https://img.shields.io/teamcity/http/teamcity.jetbrains.com/s/Kotlin_KotlinPublic_Compiler.svg)](https://teamcity.jetbrains.com/buildConfiguration/Kotlin_KotlinPublic_Compiler?branch=%3Cdefault%3E&buildTypeTab=overview&mode=builds) [![Maven C...,True,udalov,3,5,100.0,3432266
329,Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, MCP compatibility,  and more.",51887,5555,JavaScript,2023-06-04,2025-12-06,2025-12-05,282,"ai-agents, custom-ai-agents, deepseek",MIT License,"<a name=""readme-top""></a> <p align=""center""> <a href=""https://anythingllm.com""><img src=""https://github.com/Mintplex-Labs/anything-llm/blob/master/images/wordmark.png?raw=true"" alt=""AnythingLLM logo""></a>...",True,timothycarambat,3,5,100.0,649170660
330,romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,A Zsh theme,51852,2377,Shell,2019-02-24,2025-04-29,2025-04-29,135,zsh,MIT License,[![Gitter](https://badges.gitter.im/powerlevel10k/community.svg)]( https://gitter.im/powerlevel10k/community?utm_source=badge&utm_medium=badge&utm_campaign=pr-badge) - **THE PROJECT HAS VERY LIMITED SUPPORT**...,True,romkatv,3,5,75.0,172378503
331,WerWolv/ImHex,https://github.com/WerWolv/ImHex,"🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM.",51848,2297,C++,2020-11-10,2025-12-06,2025-12-05,298,"analyzer, binary-analysis, c-plus-plus",GNU General Public License v2.0,"<a href=""https://imhex.werwolv.net""> <h1 align=""center""> <picture>...",True,WerWolv,3,5,100.0,311683390
332,sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,Run macOS VM in a Docker! Run near native OSX-KVM in Docker! X11 Forwarding! CI/CD for OS X Security Research! Docker mac Containers.,51808,2870,Shell,2020-06-04,2025-11-11,2025-11-11,411,"container, docker, docker-osx",GNU General Public License v3.0,"![Running Mac OS X in a Docker container](/running-mac-inside-docker-qemu.png?raw=true ""OSX KVM DOCKER"") Run Mac OS X in Docker with near-native performance! X11 Forwarding! iMessage security research! iPhone USB working! macOS in a Docker container! Conduct Security Research on macOS using both Linux & Windows!...",True,sickcodes,3,5,90.0,269336148
333,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs",51627,2408,Rust,2018-02-17,2025-11-30,2025-11-30,43,"bitwarden, bitwarden-rs, docker",GNU Affero General Public License v3.0,"![Vaultwarden Logo](./resources/vaultwarden-logo-auto.svg) An alternative server implementation of the Bitwarden Client API, written in Rust and compatible with [official Bitwarden clients](https://bitwarden.com/download/) [[disclaimer](#disclaimer)], perfect for self-hosted deployment where running the official resource-heavy service might not be ideal. ---...",True,dani-garcia,3,5,100.0,121898717
